Time,Clonskeagh Totem,Clonskeagh Totem IN,Clonskeagh Totem OUT,Dun Laoghaire @ Peoples Park Cyclist,Dun Laoghaire @ Peoples Park Cyclists IN,Dun Laoghaire @ Peoples Park Cyclists OUT,Dun Laoghaire @ Seapoint Beach Cyclist,Dun Laoghaire @ Seapoint Beach Cyclists IN,Dun Laoghaire @ Seapoint Beach Cyclists OUT,Dun Laoghaire @ York Road Cyclist,Dun Laoghaire @ York Road Cyclists IN,Dun Laoghaire @ York Road Cyclists OUT,Glenageary Cyclist,Glenageary Bikes IN,Glenageary Bikes OUT,Grange Road Totem,N11 Before UCD,N11 Before UCD Cyclist IN,N11 Before UCD Cyclist OUT,N11 Outbound (Montrose),N11 Outbound (Montrose) OUT-Away From City Centre,N11 Outbound (Montrose) IN- Towards City Centre,N11 Totem Inbound,Rock Road Bus Lane,Rock Road Park,Rock Road Park IN,Rock Road Park OUT,Rock Road Totem Inbound,Wyattville Rd - Bicycles From N11,Wyattville Rd - Bicycles Towards N11,Wyattville Rd At Park Gates Cyclist,Wyattville Rd At Park Gates Bikes IN,Wyattville Rd At Park Gates Bikes OUT,Wyattville Road At Steps Cyclist,Wyattville Road At Steps Bikes IN,Wyattville Road At Steps Bikes OUT
"Apr 3, 2022 2:00 PM",56,32,24,161,72,89,166,84,82,130,71,59,36,16,20,18,28,27,1,17,16,1,19,,88,57,31,42,5,3,8,6,2,,,
"Apr 3, 2022 3:00 PM",77,37,40,149,86,63,186,92,94,144,86,58,29,14,15,29,19,18,1,25,24,1,12,,72,54,18,34,2,2,5,5,0,,,
"Apr 3, 2022 4:00 PM",78,48,30,137,71,66,146,53,93,125,49,76,24,11,13,24,23,23,0,10,7,3,21,,44,23,21,50,1,6,6,5,1,,,
"Apr 3, 2022 5:00 PM",76,38,38,126,59,67,114,50,64,108,39,69,22,10,12,23,21,20,1,18,18,0,23,,63,25,38,36,5,2,7,3,4,,,
"Apr 3, 2022 6:00 PM",63,19,44,67,30,37,57,26,31,50,20,30,20,17,3,24,18,13,5,19,18,1,10,,31,14,17,32,3,2,5,5,0,,,
"Apr 3, 2022 7:00 PM",42,19,23,20,7,13,38,13,25,18,5,13,3,3,0,9,13,13,0,10,9,1,14,,23,7,16,21,3,0,4,2,2,,,
"Apr 3, 2022 8:00 PM",34,14,20,7,2,5,17,5,12,8,3,5,3,2,1,2,7,6,1,12,10,2,8,,4,2,2,13,1,1,3,2,1,,,
"Apr 3, 2022 9:00 PM",23,10,13,4,3,1,10,3,7,9,2,7,6,1,5,3,11,11,0,8,7,1,10,,4,0,4,6,2,0,2,2,0,,,
"Apr 3, 2022 10:00 PM",10,5,5,2,0,2,4,2,2,2,0,2,6,3,3,0,9,9,0,4,4,0,9,,2,2,0,8,2,2,2,1,1,,,
"Apr 3, 2022 11:00 PM",13,3,10,3,0,3,5,2,3,6,0,6,3,3,0,0,0,0,0,2,2,0,0,,1,0,1,4,0,0,0,0,0,,,
"Apr 4, 2022 12:00 AM",4,1,3,0,0,0,0,0,0,2,0,2,0,0,0,0,3,3,0,2,2,0,1,,0,0,0,0,0,0,1,0,1,,,
"Apr 4, 2022 1:00 AM",0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,2,0,0,,0,0,0,0,0,0,0,0,0,,,
"Apr 4, 2022 2:00 AM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,,0,0,0,2,0,0,0,0,0,,,
"Apr 4, 2022 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,,0,0,0,0,0,0,0,0,0,,,
"Apr 4, 2022 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,,,
"Apr 4, 2022 5:00 AM",6,4,2,0,0,0,1,0,1,1,0,1,0,0,0,0,9,9,0,0,0,0,7,,0,0,0,11,1,0,0,0,0,,,
"Apr 4, 2022 6:00 AM",37,20,17,10,3,7,17,6,11,11,4,7,4,3,1,4,22,21,1,5,4,1,21,,7,3,4,33,0,2,1,1,0,,,
"Apr 4, 2022 7:00 AM",86,51,35,46,17,29,61,18,43,48,18,30,9,7,2,13,54,54,0,18,14,4,58,,26,11,15,81,2,2,4,3,1,,,
"Apr 4, 2022 8:00 AM",219,167,52,64,17,47,131,32,99,93,31,62,31,21,10,22,125,123,2,43,33,10,127,,75,26,49,151,3,2,8,7,1,,,
"Apr 4, 2022 9:00 AM",112,90,22,35,15,20,55,28,27,46,31,15,14,10,4,8,61,61,0,23,18,5,60,,35,14,21,66,2,0,1,1,0,,,
"Apr 4, 2022 10:00 AM",61,46,15,28,13,15,28,15,13,20,8,12,6,3,3,5,32,32,0,12,6,6,26,,13,8,5,21,1,4,2,1,1,,,
"Apr 4, 2022 11:00 AM",57,34,23,24,10,14,26,13,13,17,9,8,7,2,5,6,28,27,1,7,7,0,23,,19,9,10,17,2,3,5,1,4,,,
"Apr 4, 2022 12:00 PM",68,39,29,30,13,17,44,19,25,32,16,16,19,8,11,21,27,21,6,11,8,3,15,,22,11,11,19,3,3,2,1,1,,,
"Apr 4, 2022 1:00 PM",63,31,32,30,18,12,39,20,19,32,20,12,10,4,6,5,31,28,3,17,12,5,23,,15,9,6,23,2,0,6,3,3,,,
"Apr 4, 2022 2:00 PM",49,23,26,31,20,11,43,30,13,35,28,7,8,3,5,11,19,18,1,15,14,1,12,,20,13,7,22,2,2,5,2,3,,,
"Apr 4, 2022 3:00 PM",92,28,64,45,25,20,55,34,21,44,24,20,24,7,17,16,25,19,6,34,31,3,15,,28,21,7,31,1,1,5,2,3,,,
"Apr 4, 2022 4:00 PM",123,40,83,31,22,9,62,33,29,56,28,28,18,9,9,29,30,24,6,51,39,12,25,,32,24,8,35,5,2,5,2,3,,,
"Apr 4, 2022 5:00 PM",202,59,143,60,42,18,87,56,31,83,49,34,18,2,16,21,39,29,10,76,75,1,32,,48,34,14,60,1,8,8,4,4,,,
"Apr 4, 2022 6:00 PM",152,43,109,38,28,10,95,80,15,50,35,15,10,4,6,17,42,35,7,79,75,4,32,,48,43,5,33,5,2,5,3,2,,,
"Apr 4, 2022 7:00 PM",110,34,76,39,27,12,62,41,21,45,29,16,9,4,5,11,29,25,4,37,37,0,22,,27,19,8,23,5,1,6,4,2,,,
"Apr 4, 2022 8:00 PM",60,13,47,12,10,2,22,13,9,19,11,8,9,3,6,6,17,10,7,19,18,1,10,,6,4,2,13,1,2,3,1,2,,,
"Apr 4, 2022 9:00 PM",45,8,37,7,3,4,12,8,4,11,4,7,3,2,1,7,8,5,3,14,14,0,6,,5,3,2,11,5,0,2,2,0,,,
"Apr 4, 2022 10:00 PM",27,5,22,1,0,1,3,1,2,4,2,2,3,0,3,2,4,2,2,13,13,0,3,,0,0,0,7,1,2,2,1,1,,,
"Apr 4, 2022 11:00 PM",16,9,7,2,2,0,4,3,1,2,1,1,1,0,1,0,1,0,1,4,4,0,0,,2,1,1,0,0,0,0,0,0,,,
"Apr 5, 2022 12:00 AM",6,3,3,0,0,0,2,2,0,0,0,0,2,0,2,0,1,0,1,3,3,0,0,,1,1,0,1,0,0,0,0,0,,,
"Apr 5, 2022 1:00 AM",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,
"Apr 5, 2022 2:00 AM",3,2,1,3,0,3,3,0,3,1,0,1,0,0,0,0,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,0,0,,,
"Apr 5, 2022 3:00 AM",1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,,0,0,0,1,0,0,0,0,0,,,
"Apr 5, 2022 4:00 AM",2,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,,,
"Apr 5, 2022 5:00 AM",7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,7,,0,0,0,8,0,0,0,0,0,,,
"Apr 5, 2022 6:00 AM",47,26,21,12,3,9,13,7,6,12,5,7,2,2,0,8,23,22,1,10,7,3,21,,5,3,2,30,0,3,0,0,0,,,
"Apr 5, 2022 7:00 AM",129,84,45,41,14,27,76,23,53,53,19,34,10,9,1,19,71,71,0,17,13,4,70,,41,15,26,116,6,3,4,3,1,,,
"Apr 5, 2022 8:00 AM",285,217,68,75,24,51,144,45,99,106,44,62,42,29,13,26,166,164,2,55,41,14,149,,82,23,59,174,2,12,15,13,2,,,
"Apr 5, 2022 9:00 AM",130,114,16,48,18,30,77,35,42,71,37,34,20,17,3,10,63,63,0,20,14,6,59,,43,15,28,64,4,3,8,7,1,,,
"Apr 5, 2022 10:00 AM",78,60,18,28,16,12,36,17,19,25,15,10,11,3,8,12,37,37,0,14,9,5,27,,22,12,10,33,1,4,2,2,0,,,
"Apr 5, 2022 11:00 AM",49,35,14,29,11,18,37,20,17,22,10,12,12,8,4,4,37,34,3,8,6,2,31,,10,6,4,23,6,5,6,5,1,,,
"Apr 5, 2022 12:00 PM",60,37,23,23,11,12,41,26,15,24,12,12,17,6,11,8,42,41,1,16,13,3,37,,17,11,6,17,3,0,6,4,2,,,
"Apr 5, 2022 1:00 PM",85,38,47,31,15,16,54,30,24,42,28,14,12,5,7,13,29,25,4,22,19,3,20,,24,13,11,18,4,3,7,3,4,,,
"Apr 5, 2022 2:00 PM",61,23,38,23,9,14,35,17,18,36,23,13,16,9,7,13,17,14,3,34,30,4,11,,25,17,8,16,4,3,11,7,4,,,
"Apr 5, 2022 3:00 PM",102,41,61,23,12,11,45,24,21,33,16,17,16,8,8,24,29,23,6,30,23,7,19,,15,11,4,25,6,1,8,6,2,,,
"Apr 5, 2022 4:00 PM",137,56,81,43,27,16,66,39,27,54,25,29,19,6,13,15,36,31,5,44,40,4,30,,29,20,9,46,6,8,8,4,4,,,
"Apr 5, 2022 5:00 PM",223,51,172,59,39,20,105,66,39,86,54,32,12,6,6,17,48,39,9,100,96,4,36,,59,45,14,60,5,5,9,5,4,,,
"Apr 5, 2022 6:00 PM",212,55,157,62,42,20,100,74,26,71,44,27,23,13,10,33,36,31,5,83,82,1,32,,67,60,7,52,6,3,6,4,2,,,
"Apr 5, 2022 7:00 PM",120,26,94,34,22,12,54,43,11,46,31,15,6,4,2,11,24,21,3,46,43,3,17,,23,20,3,26,2,1,10,6,4,,,
"Apr 5, 2022 8:00 PM",97,33,64,14,13,1,34,21,13,23,16,7,5,1,4,7,19,13,6,25,23,2,11,,12,4,8,15,3,4,6,4,2,,,
"Apr 5, 2022 9:00 PM",51,12,39,6,5,1,11,10,1,10,9,1,3,0,3,4,17,12,5,17,16,1,11,,3,2,1,11,2,1,3,1,2,,,
"Apr 5, 2022 10:00 PM",34,12,22,5,4,1,10,2,8,7,1,6,5,3,2,5,12,9,3,14,13,1,9,,1,0,1,6,1,0,1,1,0,,,
"Apr 5, 2022 11:00 PM",15,7,8,1,0,1,1,0,1,3,0,3,2,1,1,2,1,1,0,9,9,0,1,,0,0,0,4,1,0,0,0,0,,,
"Apr 6, 2022 12:00 AM",6,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0,,1,1,0,1,0,1,0,0,0,,,
"Apr 6, 2022 1:00 AM",5,0,5,1,1,0,1,1,0,1,1,0,0,0,0,0,2,1,1,2,2,0,1,,0,0,0,0,0,0,0,0,0,,,
"Apr 6, 2022 2:00 AM",7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0,,0,0,0,0,0,0,0,0,0,,,
"Apr 6, 2022 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,,0,0,0,0,0,0,0,0,0,,,
"Apr 6, 2022 4:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,,0,0,0,1,0,0,1,1,0,,,
"Apr 6, 2022 5:00 AM",6,4,2,0,0,0,1,1,0,1,1,0,0,0,0,4,6,6,0,0,0,0,7,,1,1,0,9,0,0,0,0,0,,,
"Apr 6, 2022 6:00 AM",31,19,12,20,7,13,26,13,13,20,8,12,1,1,0,1,15,15,0,7,6,1,15,,6,3,3,31,0,1,3,3,0,,,
"Apr 6, 2022 7:00 AM",75,49,26,34,8,26,50,8,42,32,6,26,7,6,1,9,61,61,0,15,13,2,51,,21,8,13,81,3,4,2,2,0,,,
"Apr 6, 2022 8:00 AM",216,171,45,65,14,51,116,34,82,82,34,48,25,14,11,21,136,135,1,39,31,8,122,,63,21,42,147,4,6,14,13,1,,,
"Apr 6, 2022 9:00 AM",117,93,24,41,15,26,51,24,27,54,32,22,10,6,4,3,58,57,1,20,15,5,55,,26,14,12,54,4,2,5,1,4,,,
"Apr 6, 2022 10:00 AM",62,47,15,31,15,16,53,38,15,38,29,9,10,9,1,9,33,33,0,12,6,6,22,,20,14,6,24,2,0,5,3,2,,,
"Apr 6, 2022 11:00 AM",55,35,20,31,11,20,36,20,16,35,17,18,16,8,8,7,29,28,1,8,7,1,18,,21,11,10,20,2,0,5,2,3,,,
"Apr 6, 2022 12:00 PM",74,42,32,36,20,16,41,17,24,38,18,20,10,6,4,6,22,19,3,10,10,0,16,,8,3,5,18,2,0,5,3,2,,,
"Apr 6, 2022 1:00 PM",77,30,47,35,21,14,52,29,23,39,23,16,14,10,4,14,38,31,7,23,21,2,26,,20,13,7,34,1,2,3,3,0,,,
"Apr 6, 2022 2:00 PM",61,25,36,22,12,10,35,17,18,21,6,15,18,11,7,12,25,22,3,26,22,4,16,,17,14,3,21,1,2,8,4,4,,,
"Apr 6, 2022 3:00 PM",77,26,51,36,22,14,43,25,18,31,21,10,12,3,9,11,18,16,2,25,20,5,15,,26,19,7,20,1,1,7,2,5,,,
"Apr 6, 2022 4:00 PM",108,39,69,33,23,10,58,38,20,45,34,11,22,10,12,19,35,27,8,49,45,4,27,,23,15,8,23,4,2,8,4,4,,,
"Apr 6, 2022 5:00 PM",171,45,126,43,24,19,63,39,24,50,27,23,18,7,11,14,35,24,11,68,67,1,30,,35,29,6,53,3,2,7,4,3,,,
"Apr 6, 2022 6:00 PM",171,46,125,45,33,12,75,55,20,61,36,25,7,2,5,14,36,26,10,74,72,2,28,,47,41,6,33,2,1,9,6,3,,,
"Apr 6, 2022 7:00 PM",102,34,68,27,21,6,41,33,8,34,25,9,2,1,1,8,17,14,3,38,37,1,10,,21,17,4,25,4,0,1,0,1,,,
"Apr 6, 2022 8:00 PM",51,13,38,9,7,2,15,11,4,10,7,3,4,2,2,7,13,11,2,19,19,0,12,,9,8,1,7,2,8,4,3,1,,,
"Apr 6, 2022 9:00 PM",46,9,37,4,2,2,5,3,2,7,2,5,2,0,2,4,12,6,6,17,16,1,8,,5,3,2,14,7,0,2,2,0,,,
"Apr 6, 2022 10:00 PM",30,7,23,0,0,0,5,1,4,3,1,2,2,0,2,1,5,4,1,7,7,0,4,,1,1,0,7,1,0,6,2,4,,,
"Apr 6, 2022 11:00 PM",13,2,11,3,3,0,5,2,3,0,0,0,0,0,0,0,1,1,0,5,4,1,1,,1,0,1,1,0,0,1,0,1,,,
"Apr 7, 2022 12:00 AM",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,2,,0,0,0,0,0,0,0,0,0,,,
"Apr 7, 2022 1:00 AM",5,2,3,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,2,2,0,1,,0,0,0,0,1,0,0,0,0,,,
"Apr 7, 2022 2:00 AM",3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,
"Apr 7, 2022 3:00 AM",2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,,,
"Apr 7, 2022 4:00 AM",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,0,0,0,0,0,0,1,1,0,,,
"Apr 7, 2022 5:00 AM",2,2,0,0,0,0,1,0,1,1,0,1,0,0,0,1,9,9,0,1,1,0,9,,0,0,0,5,0,0,0,0,0,,,
"Apr 7, 2022 6:00 AM",20,12,8,10,3,7,13,6,7,12,5,7,0,0,0,5,18,18,0,9,7,2,19,,3,1,2,23,0,2,2,2,0,,,
"Apr 7, 2022 7:00 AM",102,68,34,30,11,19,48,11,37,36,14,22,6,5,1,11,63,63,0,16,13,3,60,,16,7,9,61,2,3,6,5,1,,,
"Apr 7, 2022 8:00 AM",213,150,63,49,19,30,79,28,51,63,28,35,22,15,7,18,117,115,2,30,19,11,116,,44,16,28,146,4,6,12,8,4,,,
"Apr 7, 2022 9:00 AM",131,109,22,29,8,21,38,18,20,35,16,19,11,11,0,8,64,64,0,19,15,4,58,,22,10,12,54,1,2,2,1,1,,,
"Apr 7, 2022 10:00 AM",54,42,12,17,11,6,25,14,11,19,15,4,2,2,0,7,28,26,2,8,4,4,20,,22,14,8,26,2,1,3,2,1,,,
"Apr 7, 2022 11:00 AM",43,30,13,15,7,8,21,9,12,16,6,10,8,3,5,6,18,18,0,11,8,3,15,,6,3,3,16,0,0,2,1,1,,,
"Apr 7, 2022 12:00 PM",59,28,31,22,9,13,26,13,13,17,8,9,17,9,8,9,24,21,3,13,12,1,18,,7,7,0,25,1,1,3,3,0,,,
"Apr 7, 2022 1:00 PM",66,25,41,26,13,13,25,14,11,23,15,8,12,4,8,8,30,26,4,13,13,0,22,,8,6,2,19,2,1,3,0,3,,,
"Apr 7, 2022 2:00 PM",66,27,39,25,17,8,35,17,18,29,19,10,8,7,1,7,26,23,3,18,14,4,17,,20,14,6,16,3,1,5,3,2,,,
"Apr 7, 2022 3:00 PM",71,29,42,34,17,17,43,25,18,29,17,12,7,5,2,20,27,21,6,24,19,5,18,,17,14,3,24,3,2,7,3,4,,,
"Apr 7, 2022 4:00 PM",125,45,80,56,37,19,77,48,29,53,36,17,26,18,8,18,29,27,2,55,49,6,22,,35,30,5,41,2,6,5,2,3,,,
"Apr 7, 2022 5:00 PM",190,59,131,51,34,17,93,57,36,69,43,26,17,6,11,16,39,34,5,62,60,2,34,,55,40,15,53,7,7,4,4,0,,,
"Apr 7, 2022 6:00 PM",146,43,103,51,40,11,97,68,29,60,44,16,14,7,7,14,38,33,5,71,68,3,32,,49,38,11,37,3,3,8,5,3,,,
"Apr 7, 2022 7:00 PM",131,62,69,37,26,11,53,32,21,40,25,15,5,2,3,17,32,25,7,41,36,5,21,,29,18,11,23,8,1,11,6,5,,,
"Apr 7, 2022 8:00 PM",99,28,71,23,12,11,32,16,16,29,13,16,9,5,4,11,21,15,6,39,35,4,13,,17,9,8,16,3,3,6,4,2,,,
"Apr 7, 2022 9:00 PM",53,19,34,11,10,1,20,12,8,17,9,8,2,2,0,3,19,13,6,21,21,0,15,,5,3,2,9,5,0,1,0,1,,,
"Apr 7, 2022 10:00 PM",34,9,25,8,6,2,11,5,6,8,4,4,3,0,3,3,6,4,2,17,16,1,4,,4,3,1,9,1,3,1,1,0,,,
"Apr 7, 2022 11:00 PM",26,6,20,0,0,0,9,5,4,3,1,2,0,0,0,0,1,1,0,11,11,0,1,,8,5,3,1,1,0,0,0,0,,,
"Apr 8, 2022 12:00 AM",13,4,9,0,0,0,4,1,3,4,2,2,2,0,2,2,2,1,1,7,6,1,1,,0,0,0,2,0,1,1,1,0,,,
"Apr 8, 2022 1:00 AM",8,5,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,3,0,0,,0,0,0,1,0,0,0,0,0,,,
"Apr 8, 2022 2:00 AM",5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,,,
"Apr 8, 2022 3:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,,1,1,0,0,1,0,1,1,0,,,
"Apr 8, 2022 4:00 AM",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,,,
"Apr 8, 2022 5:00 AM",5,2,3,1,1,0,3,2,1,2,1,1,1,1,0,1,13,13,0,1,1,0,12,,0,0,0,6,0,0,0,0,0,,,
"Apr 8, 2022 6:00 AM",34,21,13,26,10,16,26,12,14,24,10,14,2,2,0,1,12,11,1,8,6,2,15,,4,3,1,30,2,3,3,3,0,,,
"Apr 8, 2022 7:00 AM",97,69,28,59,29,30,73,27,46,62,28,34,9,6,3,9,45,44,1,14,13,1,45,,26,15,11,79,4,2,4,3,1,,,
"Apr 8, 2022 8:00 AM",193,142,51,79,27,52,126,51,75,88,43,45,21,15,6,25,106,104,2,41,31,10,107,,68,34,34,120,10,7,16,14,2,,,
"Apr 8, 2022 9:00 AM",114,87,27,65,26,39,73,37,36,60,35,25,16,10,6,10,49,49,0,15,11,4,45,,23,9,14,54,2,2,5,3,2,,,
"Apr 8, 2022 10:00 AM",80,53,27,60,30,30,79,38,41,63,34,29,25,15,10,6,43,42,1,14,12,2,32,,33,23,10,38,3,3,5,4,1,,,
"Apr 8, 2022 11:00 AM",62,40,22,55,22,33,53,27,26,52,24,28,22,15,7,7,24,21,3,14,12,2,21,,27,15,12,24,6,3,8,6,2,,,
"Apr 8, 2022 12:00 PM",82,39,43,53,30,23,44,21,23,38,20,18,19,9,10,12,20,18,2,21,18,3,18,,28,13,15,24,9,6,6,2,4,,,
"Apr 8, 2022 1:00 PM",88,42,46,38,21,17,44,25,19,36,25,11,9,3,6,13,30,28,2,40,32,8,20,,15,11,4,32,4,4,3,2,1,,,
"Apr 8, 2022 2:00 PM",77,42,35,17,12,5,27,16,11,23,14,9,17,6,11,11,20,15,5,19,18,1,13,,16,10,6,23,3,3,2,2,0,,,
"Apr 8, 2022 3:00 PM",79,23,56,25,16,9,43,29,14,37,25,12,13,8,5,15,14,12,2,22,21,1,8,,13,9,4,28,2,3,2,1,1,,,
"Apr 8, 2022 4:00 PM",110,33,77,27,18,9,56,40,16,47,29,18,10,1,9,11,19,19,0,33,32,1,20,,32,27,5,24,3,2,5,4,1,,,
"Apr 8, 2022 5:00 PM",154,42,112,56,43,13,89,59,30,64,45,19,13,6,7,23,39,31,8,59,58,1,34,,42,33,9,46,5,4,12,8,4,,,
"Apr 8, 2022 6:00 PM",115,38,77,49,32,17,73,52,21,64,38,26,8,2,6,13,31,20,11,52,50,2,25,,48,38,10,20,4,5,9,3,6,,,
"Apr 8, 2022 7:00 PM",105,42,63,26,18,8,50,35,15,28,19,9,6,4,2,11,19,15,4,35,31,4,13,,27,23,4,33,5,2,6,4,2,,,
"Apr 8, 2022 8:00 PM",48,16,32,9,3,6,19,12,7,17,9,8,6,3,3,7,15,12,3,15,13,2,11,,9,5,4,12,1,0,4,3,1,,,
"Apr 8, 2022 9:00 PM",56,24,32,7,6,1,8,4,4,5,3,2,1,1,0,5,16,14,2,20,20,0,14,,1,1,0,9,1,1,2,1,1,,,
"Apr 8, 2022 10:00 PM",24,8,16,9,8,1,6,3,3,5,3,2,2,0,2,8,5,3,2,15,13,2,4,,3,1,2,10,0,1,1,1,0,,,
"Apr 8, 2022 11:00 PM",26,10,16,7,5,2,9,5,4,6,3,3,1,1,0,3,5,5,0,4,3,1,8,,5,4,1,8,0,1,1,0,1,,,
"Apr 9, 2022 12:00 AM",17,4,13,0,0,0,3,2,1,5,1,4,0,0,0,0,1,1,0,7,7,0,1,,6,1,5,5,1,1,3,2,1,,,
"Apr 9, 2022 1:00 AM",9,4,5,0,0,0,5,4,1,1,1,0,0,0,0,0,1,0,1,2,2,0,0,,4,2,2,0,0,0,1,1,0,,,
"Apr 9, 2022 2:00 AM",6,3,3,0,0,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,,,
"Apr 9, 2022 3:00 AM",4,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,,0,0,0,1,0,0,0,0,0,,,
"Apr 9, 2022 4:00 AM",4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,,,
"Apr 9, 2022 5:00 AM",6,3,3,0,0,0,3,3,0,3,3,0,0,0,0,1,0,0,0,2,2,0,0,,0,0,0,4,1,0,1,1,0,,,
"Apr 9, 2022 6:00 AM",12,9,3,11,4,7,14,5,9,10,5,5,1,1,0,1,7,6,1,2,2,0,6,,6,6,0,8,0,1,1,1,0,,,
"Apr 9, 2022 7:00 AM",10,3,7,23,13,10,25,16,9,20,12,8,5,2,3,2,13,13,0,5,3,2,15,,7,7,0,14,1,5,0,0,0,,,
"Apr 9, 2022 8:00 AM",42,22,20,55,40,15,65,39,26,53,41,12,8,4,4,9,18,17,1,11,10,1,16,,17,13,4,25,1,2,2,1,1,,,
"Apr 9, 2022 9:00 AM",46,26,20,91,58,33,83,51,32,73,50,23,12,7,5,27,33,32,1,10,7,3,32,,37,32,5,26,5,2,3,3,0,,,
"Apr 9, 2022 10:00 AM",67,40,27,118,62,56,123,75,48,108,67,41,15,12,3,13,27,27,0,13,13,0,22,,45,26,19,26,6,8,4,2,2,,,
"Apr 9, 2022 11:00 AM",55,33,22,138,75,63,133,80,53,115,74,41,38,15,23,15,27,25,2,19,19,0,22,,48,30,18,33,6,6,4,4,0,,,
"Apr 9, 2022 12:00 PM",64,30,34,158,77,81,131,75,56,129,68,61,21,14,7,24,19,18,1,17,15,2,18,,45,32,13,45,17,7,12,10,2,,,
"Apr 9, 2022 1:00 PM",87,38,49,108,57,51,98,50,48,102,56,46,19,8,11,28,25,22,3,26,22,4,22,,57,33,24,42,11,4,9,7,2,,,
"Apr 9, 2022 2:00 PM",78,46,32,105,44,61,110,61,49,92,48,44,34,23,11,15,32,31,1,16,14,2,27,,49,32,17,31,10,1,1,1,0,,,
"Apr 9, 2022 3:00 PM",60,33,27,86,55,31,118,65,53,90,60,30,14,4,10,13,30,28,2,23,22,1,25,,54,24,30,30,4,1,3,2,1,,,
"Apr 9, 2022 4:00 PM",57,20,37,84,42,42,123,50,73,111,41,70,18,8,10,23,20,13,7,13,12,1,16,,50,23,27,36,10,6,7,6,1,,,
"Apr 9, 2022 5:00 PM",72,34,38,52,26,26,62,25,37,37,13,24,13,4,9,14,13,11,2,11,9,2,12,,22,11,11,39,8,0,4,2,2,,,
"Apr 9, 2022 6:00 PM",54,18,36,29,15,14,51,28,23,43,19,24,15,7,8,20,8,7,1,13,13,0,7,,26,14,12,36,1,3,4,3,1,,,
"Apr 9, 2022 7:00 PM",43,19,24,20,13,7,36,20,16,31,19,12,8,3,5,10,11,8,3,12,10,2,10,,13,6,7,16,2,1,0,0,0,,,
"Apr 9, 2022 8:00 PM",43,19,24,25,15,10,26,12,14,13,7,6,10,2,8,9,8,7,1,8,8,0,8,,8,6,2,19,3,0,0,0,0,,,
"Apr 9, 2022 9:00 PM",33,13,20,17,10,7,13,6,7,10,4,6,1,1,0,5,12,12,0,10,8,2,10,,2,2,0,11,0,0,0,0,0,,,
"Apr 9, 2022 10:00 PM",23,8,15,5,2,3,7,4,3,5,4,1,3,0,3,2,13,11,2,6,5,1,10,,3,0,3,6,0,1,0,0,0,,,
"Apr 9, 2022 11:00 PM",21,9,12,4,4,0,5,0,5,4,1,3,3,1,2,0,3,2,1,7,7,0,2,,2,1,1,4,0,1,1,0,1,,,
"Apr 10, 2022 12:00 AM",15,7,8,0,0,0,1,1,0,3,2,1,2,2,0,1,0,0,0,3,3,0,1,,1,1,0,9,1,0,1,0,1,,,
